Com,4
Node,573
SN,2428-0973
Firmware,8.00
Num Channels,4
Sample Rate,1 sample per 10 sec
Date (GMT),19/09/2014 07:56:50
Time (GMT),07:56:46:261


Calibration Coefficients
Channel,1,Slope,0.200373,Offset,-478.49,Units,µStrain
Channel,2,Slope,0.198525,Offset,-465.343,Units,µStrain
Channel,3,Slope,0.199383,Offset,-419.72,Units,µStrain
Channel,8,Slope,0.119198,Offset,-67.84,Units,°C

Timestamp (GMT),Timer Tick,Channel 1,Channel 2,Channel 3,Channel 8,Node RSSI (dBm),Base RSSI (dBm)
19/09/2014 07:56:50.101950000,0,-70.3302002,193.7099844,270.7619719,25.32446289,-28,-73
19/09/2014 07:57:00.101950000,1,-61.91453552,149.2904093,284.5192871,25.32446289,-27,-73
19/09/2014 07:57:10.101950000,2,-58.70956857,151.27565,284.5192871,25.32446289,-28,-71
19/09/2014 07:57:20.101950000,3,-58.10744858,152.665329,283.9211426,25.32446289,-26,-69
19/09/2014 07:57:30.101950000,4,-52.49700946,141.1509789,192.3900452,25.32446289,-26,-73
19/09/2014 07:57:40.101950000,5,-37.66940309,197.1903741,30.10956929,25.32446289,-28,-73
19/09/2014 07:57:50.101950000,6,-28.45224571,39.7046091,77.36034393,25.32446289,-30,-75
19/09/2014 07:58:00.101950000,7,-74.19729095,5.955355197,58.81972232,25.32446289,-22,-65
19/09/2014 07:58:10.101950000,8,-74.73841095,-19.09879402,28.71098791,25.32446289,-22,-69
19/09/2014 07:58:20.101950000,9,-75.53990193,-4.96352009,47.85195787,25.32446289,-26,-65
19/09/2014 07:58:30.101950000,10,-75.53990193,-3.970994814,50.24425125,25.32446289,-26,-66
19/09/2014 07:58:40.101950000,11,-70.53097098,1.786329985,34.692379,25.20727539,-22,-65
19/09/2014 07:58:50.101950000,12,-109.2025604,110.5780258,333.1987319,25.20727539,-22,-66
19/09/2014 07:59:00.101950000,19,-63.9192663,-30.37471962,-22.72992709,25.20727539,-22,-73
19/09/2014 07:59:10.101950000,14,-76.94251251,-2.779744864,48.44980921,25.20727539,-29,-67
19/09/2014 07:59:20.101950000,15,-74.33766194,-7.742869854,35.88867569,25.20727539,-24,-79
