Com,4
Node,574
SN,2428-0574
Firmware,8.00
Num Channels,3
Sample Rate,1 sample per 10 sec
Date (GMT),13/05/2014 07:56:50
Time (GMT),07:56:46:333


Calibration Coefficients
Channel,1,Slope,0.199383,Offset,-406.741,Units,µStrain
Channel,2,Slope,0.197917,Offset,-403.949,Units,µStrain
Channel,8,Slope,0.117188,Offset,-67.84,Units,°C

Timestamp (GMT),Timer Tick,Channel 1,Channel 2,Channel 8,Node RSSI (dBm),Base RSSI (dBm)
13/08/2014 07:56:50.011750000,0,75.56649017,-23.75044823,26.14477921,-28,-67
13/08/2014 07:57:00.011750000,1,73.37328339,-53.83383179,26.14477921,-28,-67
13/08/2014 07:57:10.011750000,2,76.96217346,-52.05258179,26.14477921,-30,-67
13/08/2014 07:57:20.011750000,3,74.56958008,-55.21925354,26.14477921,-32,-67
13/08/2014 07:57:30.011750000,4,88.92515564,-90.4484787,26.14477921,-30,-69
13/08/2014 07:57:40.011750000,5,101.0875168,-116.3756027,26.14477921,-36,-66
13/08/2014 07:57:50.011750000,6,79.95291901,-116.5735245,26.14477921,-26,-71
